user_id,name,phone,email,signup_ts,signup_ip,device_id,referred_by,cluster_id,cluster_type,kyc_address_hash,payment_instrument_id,bonus_amount_claimed,num_txn_post_signup,total_txn_value_post_signup,active_days_post_signup
u_c596c21f4f,Vedhika Srinivasan,5623899499,sehgalalexander@gmail.com,2026-03-18T20:29:01,142.132.156.182,dev_aae2b5e6b9f1,u_effe5545f6,ring_91,FRAUD_RING,addr_6333694031,bedwin@paytm,440.97,0,0,0
u_509e9c9ec4,Rachana Pradhan,7171823130,swamyjeet@hotmail.com,2026-05-24T02:14:54,47.169.251.150,dev_445a95a244d0,,,ORGANIC_SINGLE,addr_5907575193,jeevika56@paytm,76.6,25,46700.69,27
u_f5aebce744,Oscar Narang,5266930089,gauravshere@gmail.com,2026-07-04T15:47:42,65.74.31.177,dev_f8bc9b70ee96,,ring_39,FRAUD_RING,addr_5777907264,sachideshpande@paytm,279.92,1,2094.16,0
u_46d88ae1c6,Manthan Maharaj,0258615015,garimakoshy@yahoo.com,2026-04-18T10:16:39,76.16.112.233,dev_d5bd5180d21f,,,ORGANIC_SINGLE,addr_9111127991,card_3138cde3352b4f,274.45,38,56756.2,56
u_8e29282c45,Devika Hayre,6141637072,tlad@gmail.com,2026-05-06T07:48:50.094174,148.156.84.109,dev_7c9660a784fa,u_afb0c768be,fam_223,FAMILY_FRIEND,addr_107600454,pranit85@okhdfcbank,437.78,25,37231.1,83
u_4fb66e545e,Anika Mani,9354358644,xguha@hotmail.com,2026-04-08T21:29:47,60.135.38.92,dev_82d4b48faa63,,ring_76,FRAUD_RING,addr_6873048737,darika78@ybl,162.51,1,2544.07,1
u_2c8d73c555,David Bala,8344594210,nicholas08@yahoo.com,2026-04-20T07:50:15.326788,171.153.139.13,dev_c89e2600a196,u_2e496de9e3,fam_164,FAMILY_FRIEND,addr_2300680741,card_4ff7e4af769346,388.32,1,1159.84,17
u_55f5dbe7bc,Anika Gola,6022935117,yasti63@yahoo.com,2026-05-26T14:44:28.500290,27.81.19.253,dev_71b9775f0819,u_7b04353c41,fam_233,FAMILY_FRIEND,addr_5794776976,avni84@okhdfcbank,488.4,2,4709.64,22
u_9212978952,Pallavi Seshadri,8596613393,harita87@hotmail.com,2026-03-14T22:51:35,86.95.106.116,dev_55706928dbf4,,,ORGANIC_SINGLE,addr_8831480869,card_b419497c1a6241,146.06,32,50978.2,43
u_95d751622c,Gayathri Subramanian,4970834062,ndhaliwal@yahoo.com,2026-05-17T02:28:37,18.58.48.246,dev_f3979dddc504,,fam_335,FAMILY_FRIEND,addr_4346786215,bachittar12@ybl,217.19,12,12605.14,99
u_6b9a4dd3c7,Wridesh Varma,4544300745,esuresh@yahoo.com,2026-04-30T00:51:34,81.117.231.92,dev_54346437e7b8,,fam_177,FAMILY_FRIEND,addr_1104326178,card_5e484973803e4c,373.63,23,35380.39,57
u_9369d1f5e2,Daksh Garde,0199073948,dalajaacharya@gmail.com,2026-06-14T17:14:51.977540,62.196.73.251,dev_47ec6ae33f90,u_8de117a627,fam_397,FAMILY_FRIEND,addr_5669775816,chanderadvaith@okhdfcbank,160.59,6,9274.79,23
u_575c1cd73a,Shaurya Bir,9294483337,flad@gmail.com,2026-05-28T05:07:04,220.220.133.233,dev_edd18c4fe27c,,,ORGANIC_SINGLE,addr_4954619152,karavni@okhdfcbank,482.57,4,5242.97,116
u_15fef993f2,Samaksh Mistry,3102977115,reddymanan@hotmail.com,2026-06-25T04:16:19,62.97.178.249,dev_4ca3d11ed166,u_532e0bdc82,ring_133,FRAUD_RING,addr_9273008575,card_730814bb12044c,470.35,2,4744.59,0
u_4c8716871e,Bhavani Kara,8822309586,vanshakamdar@hotmail.com,2026-07-16T13:16:28,161.192.36.146,dev_ca2050a9f6b2,u_fb001bbe71,ring_100,FRAUD_RING,addr_9826367592,card_a4c6fef766bd47,140.23,1,652.49,0
u_2a12fa4003,Kalpit Loke,7361207925,hayertanveer@hotmail.com,2026-04-29T01:13:04,29.168.161.120,dev_55d3aedf6113,,,ORGANIC_SINGLE,addr_2891798416,bandionveer@paytm,102.39,0,0,0
u_ff37b6b531,Manthan Gour,1970842874,sarkarnaveen@yahoo.com,2026-06-20T07:07:56,222.113.99.140,dev_903aeb30be8b,u_0bd181c05f,ring_152,FRAUD_RING,addr_3558536738,card_e6dd56c25fa244,213.9,0,0,0
u_022f4fd471,Bina Misra,1798799736,ishita50@yahoo.com,2026-05-04T05:46:20,10.87.120.141,dev_e1737b6b0f8a,,,ORGANIC_SINGLE,addr_6034756017,card_e40295ae5f0440,122.86,24,37465.2,42
u_3d8c9a5d5d,Upasna Chandra,7165965667,cminhas@hotmail.com,2026-03-08T07:11:41,168.11.152.198,dev_c68a8ae2523c,u_f63ef8b2cd,ring_129,FRAUD_RING,addr_9984447083,card_1f4ab5b23a6144,437.81,2,3822.17,4
u_8d02246b3b,Abhiram Naik,5611874074,danijanaki@yahoo.com,2026-06-01T20:46:17,149.45.162.170,dev_60631fd87315,,,ORGANIC_SINGLE,addr_6429294459,rbutala@okicici,128.74,1,1110.69,1
u_65f18a92ea,Ekaraj Bera,9701932270,vivaanmangat@gmail.com,2026-03-03T16:34:16,197.4.93.135,dev_38ce5eeb4478,,,ORGANIC_SINGLE,addr_7702503384,shroffsimon@ybl,405.24,19,25928.27,53
u_7821a68c59,Ekiya Badal,9952489452,mugdhasamra@yahoo.com,2026-03-19T12:07:09,201.195.242.118,dev_ae987b8597df,,,ORGANIC_SINGLE,addr_5538445408,card_1aca39995fd444,72.75,4,8027.43,59
u_587bfcc2c2,Tanish Dutt,3081414237,raksha45@hotmail.com,2026-04-29T17:14:04,187.212.175.17,dev_a5e129142cf2,,fam_273,FAMILY_FRIEND,addr_1216655070,card_da617b0ce3bc41,180.93,16,23453.34,33
u_804fbead7a,Balveer Shetty,7375587989,yashasvi76@yahoo.com,2026-04-26T22:26:35,121.8.74.132,dev_eb1e83ca004a,,,ORGANIC_SINGLE,addr_831284249,kmital@ybl,280.6,0,0,0
u_6cbc10734b,Tristan Purohit,3474303426,zloyal@yahoo.com,2026-07-07T07:00:08.142992,17.57.170.22,dev_a42e0332231e,u_3c7ed16191,fam_259,FAMILY_FRIEND,addr_5266015613,card_0fb57551c2dc45,61.7,33,54934.19,140
u_5c847c8752,Om Chaudhari,8756545213,rsrinivasan@hotmail.com,2026-05-24T10:22:56,4.219.100.107,dev_a18cbac183b0,,,ORGANIC_SINGLE,addr_312055232,card_1feb317708604d,256.36,0,0,2
u_e71928de42,Abhiram Venkataraman,9141835909,chatresh44@yahoo.com,2026-04-18T05:27:51.148712,98.130.118.128,dev_c2fc17fc6cc5,u_96a3a4b373,fam_122,FAMILY_FRIEND,addr_7863945739,card_ee3d89e779494f,450.05,1,247.17,1
u_d8717f7659,Praneel Mittal,0084271094,csrinivas@yahoo.com,2026-05-29T11:16:24,10.240.113.52,dev_2478d2b22749,u_6408670429,ring_3,FRAUD_RING,addr_2997170130,card_55d4e109ed0a4b,368.95,0,0,2
u_a23bed6126,Anamika Pandya,9072674533,udeep@hotmail.com,2026-07-22T14:54:16.165615,149.35.200.250,dev_f5998819dc02,u_a5fefc3ba6,fam_342,FAMILY_FRIEND,addr_1817174499,baradikshita@okicici,288.13,6,11422.77,60
u_1d96e4e19d,Mohini Borah,4408299805,xdass@gmail.com,2026-04-21T03:16:12,138.247.188.33,dev_a76ed514de32,,,ORGANIC_SINGLE,addr_6191890117,lajita49@okicici,92.71,28,42275.71,117
u_907e02a620,Ekantika Mall,3343597369,gbanerjee@hotmail.com,2026-06-27T01:37:57.854088,6.45.50.205,dev_50ec810213be,u_39a3e0585d,fam_86,FAMILY_FRIEND,addr_6666697634,card_d3327ceaffbb4c,175.75,21,27816.48,134
u_3c973767c4,Onkar Dave,8465012727,falakwason@gmail.com,2026-06-12T02:59:29,201.158.174.145,dev_6ec1b7cad6fc,,,ORGANIC_SINGLE,addr_4559797714,card_514369f803bc4c,103.86,5,7241.05,17
u_5358c232fe,Lekha Khatri,3860730316,jananidalia@gmail.com,2026-03-31T02:24:15,149.176.77.33,dev_7cdb9821be9f,,,ORGANIC_SINGLE,addr_2016261877,janya93@okicici,115.24,4,7291.15,11
u_6863f549d0,Vansha Kala,0252965738,rkaul@gmail.com,2026-04-17T20:01:00,19.48.81.188,dev_c805959fbe9d,,,ORGANIC_SINGLE,addr_3253502350,elijahamble@okicici,417.32,36,51981.48,134
u_d8fb9183fa,Harsh Nagi,0960307585,wjaggi@hotmail.com,2026-05-26T14:58:24.900521,35.26.48.254,dev_b03efb22ffa5,u_ef629c5518,fam_415,FAMILY_FRIEND,addr_3450906000,card_9d491acb059049,100.76,17,25360.39,74
u_9df829d676,Reyansh Rana,8386488362,fsachdeva@yahoo.com,2026-03-07T16:26:34.733476,182.35.62.65,dev_fe2b378cbb93,u_db04b39163,fam_200,FAMILY_FRIEND,addr_9526392435,rachita50@ybl,474.18,2,4341.34,11
u_21234d7925,Chaaya Hayre,6513386136,ymannan@gmail.com,2026-05-11T02:52:07.526218,69.227.225.209,dev_0e67a0ee5903,u_14068d0f30,fam_159,FAMILY_FRIEND,addr_2778876002,sanepatrick@okhdfcbank,172.56,28,43638.36,45
u_148149b59c,Laksh Thaker,7177110340,chatreshswamy@gmail.com,2026-04-11T08:59:57,61.246.22.22,dev_3ed6a7fe5c68,,fam_209,FAMILY_FRIEND,addr_2906845320,card_c554078b6b024b,446.51,22,33638.7,63
u_106c7d883f,Yashodhara Bobal,9167812883,mkant@hotmail.com,2026-03-14T07:30:10.442251,68.237.103.7,dev_749e89eab9ff,u_0dc00ff336,fam_119,FAMILY_FRIEND,addr_3988401534,card_fe469745fde641,420.14,27,41667.11,81
u_a042ae8407,Varenya Goda,7208147237,indirasalvi@yahoo.com,2026-05-11T13:14:40,154.215.192.223,dev_82fce541eb5a,u_c269c175d6,ring_148,FRAUD_RING,addr_4737362148,card_2dd1365b647340,482.28,1,1885.54,16
u_648bbbd08b,Chakrika Menon,7118400027,darika18@yahoo.com,2026-04-04T17:11:42,15.8.173.141,dev_7ef8a9ea20ec,,,ORGANIC_SINGLE,addr_4236152364,card_40915ef6ae5143,158.93,26,41817.13,135
u_5f42039337,Anmol Korpal,4423860205,zachariahudant@gmail.com,2026-06-18T19:41:23,141.79.140.7,dev_6b09859d5b88,u_ba6c70b343,ring_120,FRAUD_RING,addr_2081380831,card_f6f76d0ebae242,251.81,1,1456.05,1
u_0d549e70ce,Raksha Bala,1860566880,falanratti@yahoo.com,2026-07-12T08:39:16,54.80.60.222,dev_37c9c063fa19,,ring_155,FRAUD_RING,addr_2082569824,card_2fcd23e4432441,388.7,0,0,0
u_4ba57b90eb,Anya Tara,0316738571,balamruta@yahoo.com,2026-04-11T20:20:54,127.171.79.233,dev_a2594d8127f3,,,ORGANIC_SINGLE,addr_3632203868,naveen27@paytm,478.83,15,23408.61,93
u_2140e8639f,Upadhriti Dugar,9601609932,upadhriti07@hotmail.com,2026-04-24T00:20:57.279688,143.227.1.121,dev_7c049763d0c1,u_76736c09bb,fam_34,FAMILY_FRIEND,addr_7580560244,zpatla@okhdfcbank,475.47,10,17057.65,129
u_255b2b9a4a,Indira Rau,4357483526,ravianjali@hotmail.com,2026-04-06T07:29:00,30.92.165.110,dev_05366d8aba18,u_821c06a0bc,ring_94,FRAUD_RING,addr_8968960941,peter22@okhdfcbank,185.45,0,0,0
u_76cdadd1ab,Nitesh Kalita,6515822309,vidhi60@yahoo.com,2026-04-29T01:17:28.294202,98.129.143.122,dev_6097b77d9056,u_a0970b2319,fam_241,FAMILY_FRIEND,addr_8045813926,abhapau@paytm,69.34,4,3168.94,93
u_3f24ff9d68,Tejas Chacko,6158425118,lminhas@gmail.com,2026-03-11T22:48:30,157.249.157.201,dev_9061c36c48fc,,fam_379,FAMILY_FRIEND,addr_261444284,card_79b89cc823904d,461.36,9,11183.87,59
u_9ad7dd70cf,Arin Ratti,3369318062,aryawishi@hotmail.com,2026-06-18T18:57:04,130.227.35.129,dev_30fdc2de2632,u_3cf6533376,ring_131,FRAUD_RING,addr_7558725641,mtank@okicici,443.99,1,527.89,3
u_933ad82976,Pallavi Sankaran,9180919335,rameshxiti@hotmail.com,2026-03-14T08:30:04,20.53.110.48,dev_d19c75b1a15f,,,ORGANIC_SINGLE,addr_3357298682,vivaan31@ybl,353.14,1,2783.11,4
u_3ff3d9497b,Sanaya Butala,1985458294,andrewgulati@hotmail.com,2026-04-23T03:05:13,114.184.99.2,dev_64f51fde3879,u_484a40d10f,ring_108,FRAUD_RING,addr_678392086,card_bc69aff0f9434a,173.99,0,0,0
u_f3ab112fe7,Jai Sen,2061632945,chahallipika@hotmail.com,2026-06-07T00:41:27,93.147.37.99,dev_6d1b279cfd38,u_db6900e67e,ring_19,FRAUD_RING,addr_5401668422,card_c4ec2a6d944849,99.45,1,975.39,17
u_ec0500d1a4,Chakradhar Mukherjee,0381606032,lchand@yahoo.com,2026-05-07T21:47:08,54.25.7.207,dev_cff84a80d951,,,ORGANIC_SINGLE,addr_4856441252,ekalingasampath@okhdfcbank,429.41,8,13252.95,139
u_d248554e3d,Atharv Mammen,0723149204,amolsachdeva@yahoo.com,2026-07-17T05:15:16,35.78.228.113,dev_89e3b03239e1,,fam_138,FAMILY_FRIEND,addr_3668587844,biswasbalhaar@ybl,426.36,35,52252.0,146
u_e2e4aeecdc,Orinder Chand,2936340941,gaurangbarad@yahoo.com,2026-03-22T20:51:18,176.229.75.230,dev_6ed42c1d83bd,u_982ddb315c,ring_158,FRAUD_RING,addr_5318445849,card_46a338af933441,341.58,0,0,0
u_0fb7f4a2ce,Balveer Kalla,6032779048,isaac30@gmail.com,2026-03-11T20:14:33,198.185.69.192,dev_0b523ade1e13,,,ORGANIC_SINGLE,addr_1909265637,waidadeol@okicici,113.84,5,5447.33,6
u_78eb169d18,Netra Mangal,3592839625,qshankar@hotmail.com,2026-04-01T23:37:52.773747,8.100.106.238,dev_314925bad55d,u_a29d2793bd,fam_296,FAMILY_FRIEND,addr_5079918775,agastya75@okhdfcbank,258.66,13,24525.04,124
u_0de3a38087,Omya Dhar,5205935415,pdugar@hotmail.com,2026-06-28T03:59:22.122905,155.147.77.205,dev_7283e467c98a,u_046c724278,fam_353,FAMILY_FRIEND,addr_8619795782,zgara@okhdfcbank,377.36,13,21853.11,108
u_2922df0259,Tara Bava,2674693443,karanedwin@hotmail.com,2026-06-16T02:31:50,30.167.55.93,dev_f5e298e3ecfd,,,ORGANIC_SINGLE,addr_954674568,pillaivamakshi@paytm,388.07,35,57004.3,84
u_45da963928,Champak Nagi,1912604858,qnanda@hotmail.com,2026-07-16T21:47:21,57.174.221.208,dev_76148c18211e,,fam_185,FAMILY_FRIEND,addr_9084775386,card_61e7e8346f4842,482.64,19,34982.38,37
u_a2982d0327,Chatresh Chad,2731172264,kuruvillavyanjana@yahoo.com,2026-04-06T06:40:42,100.48.236.246,dev_e4268e379e1b,u_b11a07fe1a,ring_146,FRAUD_RING,addr_347123174,nidra43@ybl,336.58,0,0,1
u_a65fe0c495,Yashica Sehgal,2177854574,bshere@yahoo.com,2026-06-19T14:47:37.064899,221.25.218.93,dev_1e0441325306,u_f908bab414,fam_234,FAMILY_FRIEND,addr_7696295495,card_1c7409da2e8349,375.48,2,2840.82,17
u_da5014876d,Chaman Sandhu,3195085016,udyati90@yahoo.com,2026-06-04T14:24:08,191.243.137.230,dev_7f9937e555b8,u_088834f842,ring_34,FRAUD_RING,addr_8742240246,card_fe7493630aaa4f,434.22,1,702.99,0
u_99cdf597c2,Yashvi Muni,7698497904,chaman76@gmail.com,2026-04-24T00:05:54,131.157.234.183,dev_2390350c32b2,,,ORGANIC_SINGLE,addr_6714143267,card_b79a6fa833984b,347.69,2,3572.69,5
u_1f071982f7,Tanmayi Aggarwal,1061128951,hshanker@hotmail.com,2026-05-15T15:54:08,198.8.221.180,dev_ccb8e06b2065,,,ORGANIC_SINGLE,addr_419395372,pmorar@okicici,109.9,15,23891.81,108
u_063428316d,Rohan Bera,8972287369,girikdeshpande@gmail.com,2026-07-14T23:52:07,92.250.109.185,dev_c942c0807cfb,,,ORGANIC_SINGLE,addr_712154092,imenon@ybl,62.44,33,47947.68,106
u_ac52658567,Nimrat Ghose,4348936323,malhotrakamya@yahoo.com,2026-05-18T13:47:16,205.53.77.249,dev_0a59755d26ef,,,ORGANIC_SINGLE,addr_9921708577,card_aa2adc32979a4c,488.96,1,1786.05,13
u_bef203209a,Dev Mohan,6177773315,meghakant@hotmail.com,2026-05-06T01:09:25,36.82.104.216,dev_5b14bc841b0f,,,ORGANIC_SINGLE,addr_3342709416,darikabose@okicici,333.86,39,61315.14,111
u_6634fdcd6d,Yoshita Sachar,3063438746,dharsimon@yahoo.com,2026-05-25T11:04:08,70.241.118.212,dev_81fbe4920939,,,ORGANIC_SINGLE,addr_7867923920,azaanissac@ybl,70.95,5,8283.96,26
u_f5f883d3a4,Barkha Bandi,3809745323,mukherjeeijaya@yahoo.com,2026-03-13T01:11:37,69.16.245.56,dev_df6b85f7647d,,,ORGANIC_SINGLE,addr_7816597228,card_102200854ae748,407.48,21,29120.59,99
u_93fd887668,Qushi Kakar,5269694439,salviaadhya@hotmail.com,2026-07-28T06:22:42,22.193.63.71,dev_2621a7986397,u_e497890bf7,ring_81,FRAUD_RING,addr_6515200449,card_62dfb4928bbe4f,262.95,3,5136.65,22
u_37b18c17fb,Lakshit Dalal,5619780481,dugalbalveer@gmail.com,2026-03-09T22:23:17,44.254.14.193,dev_8d4baea6fe0d,,,ORGANIC_SINGLE,addr_301249396,card_309040c3786c41,174.54,29,46890.93,110
u_318617e0d5,Karan Mohan,9328166517,eiyer@gmail.com,2026-08-07T05:57:26.032235,194.194.184.114,dev_40802f6a734a,u_ab40c04f4d,fam_178,FAMILY_FRIEND,addr_9782989003,ubika86@paytm,371.21,12,18402.72,43
u_32f945561c,Ekansh Sodhi,2648839585,ekta22@hotmail.com,2026-04-13T11:51:43,74.140.249.113,dev_04c3bae3da72,u_bb08972b92,ring_104,FRAUD_RING,addr_8910837774,card_657272a50be44d,174.25,0,0,0
u_71db901a37,Xavier Dalal,0705810064,pillayadvaith@hotmail.com,2026-06-23T12:10:01,21.102.127.125,dev_1dd73d07d713,,,ORGANIC_SINGLE,addr_9414526779,card_ffbd4b35d56440,170.65,2,3068.66,15
u_c326f913c7,Tripti Bala,1433597804,nicholasmammen@yahoo.com,2026-06-21T15:51:11,210.70.240.83,dev_b30c31dba4a4,,,ORGANIC_SINGLE,addr_6748799068,card_987975f717234d,101.58,23,36289.81,22
u_3e79f3dcb0,Hamsini Mammen,6303356369,agastyachakraborty@gmail.com,2026-05-18T06:07:11,31.216.183.170,dev_ac645a1a427e,,ring_130,FRAUD_RING,addr_7680390746,card_a7b01919f43249,224.49,0,0,0
u_037d57c3e4,Sarthak Gour,1043317434,ishwardhar@hotmail.com,2026-03-03T20:38:15,87.156.50.104,dev_a0c87edc7e66,,,ORGANIC_SINGLE,addr_1624137263,card_71760dc9149446,275.99,9,12577.23,24
u_e28eff6b1a,Jeremiah Chokshi,9490465144,dalaja65@yahoo.com,2026-03-31T04:46:47,122.127.170.250,dev_91f13abe57ac,,fam_167,FAMILY_FRIEND,addr_9771076193,card_3521b60208ab4d,435.6,1,1910.77,15
u_8f76fcaea0,Kabir Doctor,7208388846,bahrinikita@gmail.com,2026-04-16T05:17:06,13.84.70.246,dev_9d4df4b2c879,,,ORGANIC_SINGLE,addr_7308471323,card_b2f8109a40c344,140.61,3,2561.62,12
u_d7e5948819,Patrick Padmanabhan,5120374524,gardedarsh@gmail.com,2026-03-05T16:26:21,124.141.109.123,dev_522d5109a8e3,,,ORGANIC_SINGLE,addr_4223126931,brindakumar@paytm,101.09,2,5114.59,8
u_c026ca53ab,Kamala Borah,2118601811,victorkant@gmail.com,2026-03-31T01:09:20.506557,113.144.22.245,dev_9e24ff4d6b46,u_dc0ef54a41,fam_6,FAMILY_FRIEND,addr_2317464357,card_d05be0e2222c42,430.04,4,8400.05,22
u_dd649212b7,Vasudha Dayal,7167433800,advika52@gmail.com,2026-06-16T21:48:48,163.73.152.174,dev_bc76c4525314,u_a2ec805106,ring_40,FRAUD_RING,addr_2504725438,umishra@ybl,481.4,0,0,0
u_d0d34d8c08,Udarsh Kale,4995720203,nihal10@yahoo.com,2026-05-18T01:02:00.486225,178.54.19.221,dev_b8171b580be4,u_0d7c76a6c9,fam_385,FAMILY_FRIEND,addr_6314563339,nikita74@paytm,335.41,3,2141.97,17
u_3ed4a06066,Unnati Rajan,0153513554,upasna68@hotmail.com,2026-05-24T15:57:47,122.124.156.36,dev_f63cb4a65c69,,,ORGANIC_SINGLE,addr_6791259997,card_f8c4c3cca56c4b,437.46,34,52513.87,147
u_b524892b53,Megha Sandal,7755957354,aggarwaleiravati@hotmail.com,2026-03-27T22:37:08.475172,78.152.200.227,dev_1f148ee2d0a7,u_bbad258b43,fam_78,FAMILY_FRIEND,addr_5954540710,card_5bff4d52d77b44,295.83,30,52126.5,105
u_055ecf3cf6,Anirudh Chahal,8723814643,andravaishnavi@hotmail.com,2026-06-05T07:23:30,83.142.236.64,dev_f3cbc95a4e20,,,ORGANIC_SINGLE,addr_8633636900,card_831879bc6c5f45,361.6,2,3117.41,17
u_30c03c7ddc,Jai Lata,2153861151,buchradha@gmail.com,2026-04-16T17:33:18,203.148.180.92,dev_1c392ab4a6f5,,fam_139,FAMILY_FRIEND,addr_9811597489,kbail@ybl,410.64,1,2976.7,16
u_b498a4f07a,Chasmum Aggarwal,4629388238,pbhasin@gmail.com,2026-03-22T15:47:56,34.99.99.142,dev_01d75abc6eb0,,,ORGANIC_SINGLE,addr_1059820101,zayyanbalakrishnan@okicici,497.82,40,64884.87,92
u_eed35173fd,Jairaj Lal,3810956231,bathwatika@yahoo.com,2026-06-20T05:51:22,11.238.172.76,dev_9cc75ee37bdf,,,ORGANIC_SINGLE,addr_6033952104,card_7b77c9852d604f,301.65,16,18359.65,59
u_f82dce0435,Edhitha Yogi,1552406993,bhattivritti@yahoo.com,2026-07-01T02:03:52,2.201.20.78,dev_15add5c41097,,,ORGANIC_SINGLE,addr_3928423687,pbhatti@okhdfcbank,479.77,18,23729.72,104
u_b7266a3115,Tanmayi Padmanabhan,0897598647,ybose@hotmail.com,2026-04-15T22:27:56,208.107.252.72,dev_3be3d0042c6f,,,ORGANIC_SINGLE,addr_2773888536,garggeorge@ybl,106.96,4,7559.82,13
u_1caec10490,Osha Zacharia,2731335988,wgulati@yahoo.com,2026-06-26T15:34:37,192.74.171.92,dev_23241c8f34d5,,,ORGANIC_SINGLE,addr_7448169238,batralopa@ybl,216.63,0,0,1
u_9229c722f1,Fariq Bumb,5953887559,knadig@hotmail.com,2026-06-11T13:42:52.096634,116.1.117.64,dev_b8e04be8ca7c,u_b4d46e900f,fam_104,FAMILY_FRIEND,addr_7497313152,manbirshanker@paytm,218.31,0,0,0
u_5e018a98f8,Ekbal Ganguly,2807934469,oagate@hotmail.com,2026-07-15T20:40:20,114.158.93.122,dev_bee7b99dcd11,,,ORGANIC_SINGLE,addr_8787938768,chanakya00@paytm,173.04,0,0,0
u_832bade68b,Darsh Dubey,5962783877,vraja@yahoo.com,2026-05-08T22:09:19,212.76.171.147,dev_6615fd160bac,,fam_145,FAMILY_FRIEND,addr_220102844,card_4c3cb983203a49,215.87,1,1517.52,24
u_1a9b9dc4d7,Samaksh Sahota,0045427771,vigekbal@gmail.com,2026-04-08T12:22:45,53.213.241.159,dev_f95206763459,,,ORGANIC_SINGLE,addr_2967510642,abeerbansal@okicici,361.01,2,5393.21,14
u_ce131cdf97,Ridhi Dora,4398091939,dalaja11@hotmail.com,2026-06-25T16:36:34,71.196.49.167,dev_9dc63b490aec,,,ORGANIC_SINGLE,addr_9148745316,card_0b070a708b3f4b,289.67,5,10459.76,23
u_144c593c2d,Eshana Sanghvi,3548810732,tsaha@gmail.com,2026-06-25T23:37:00,57.81.145.106,dev_70099015c4cd,,fam_284,FAMILY_FRIEND,addr_5780995289,praneeltripathi@okhdfcbank,339.13,13,17972.62,138
u_e30b569f3d,Pranit Narasimhan,9309982332,pallasamuel@hotmail.com,2026-07-22T07:24:27,149.115.216.139,dev_340fbbb6caba,,,ORGANIC_SINGLE,addr_2444841436,anusha44@okhdfcbank,115.18,27,40703.0,42
u_f15f5a7361,Nilima Sawhney,6084376855,tatayashica@hotmail.com,2026-04-09T20:25:41,19.184.19.140,dev_f0c248518e6b,u_4fb66e545e,ring_76,FRAUD_RING,addr_6873048737,darika78@ybl,141.89,4,4332.9,5
u_ea38e9bbd8,Peter Pall,3365761040,vanya15@hotmail.com,2026-06-24T01:33:36,85.204.105.173,dev_c6a02e531879,,,ORGANIC_SINGLE,addr_2786466296,balveercontractor@ybl,149.78,6,13080.68,8
u_86a0f447b5,Ekbal Karpe,9797808784,shankaryauvani@yahoo.com,2026-05-17T15:00:28.116415,178.54.19.221,dev_b158de16492c,u_0d7c76a6c9,fam_385,FAMILY_FRIEND,addr_8523793478,guneetmurty@paytm,256.11,10,15313.64,117
u_1cf15a7196,Daksha Kohli,0145364512,chasmum36@hotmail.com,2026-03-11T07:49:16,58.37.71.135,dev_fb9418a6d5c9,,,ORGANIC_SINGLE,addr_3717261002,card_7812bc7de2df48,332.02,23,32764.1,92
u_1d960727c0,Vansha Batta,4457762626,manyasaxena@hotmail.com,2026-06-27T23:33:40,1.98.87.230,dev_206df3a06d15,,ring_137,FRAUD_RING,addr_5561847609,card_a2dee5983d0243,258.05,1,2339.42,0
u_4190e0ee41,Nathaniel Khatri,9638384607,ekavir69@hotmail.com,2026-06-15T10:27:03,7.17.228.190,dev_12701a17af56,,fam_381,FAMILY_FRIEND,addr_6566792052,bachittarbakshi@okhdfcbank,361.09,5,10091.83,27
u_161fdb2a72,Reyansh Ratta,8029991202,dyalekavir@gmail.com,2026-04-21T14:55:04,201.196.140.137,dev_056a50207603,,,ORGANIC_SINGLE,addr_477620474,card_fc9adb3d8bf246,460.69,1,988.22,0
u_568f582fdf,Watika Sunder,6506799645,chaudharykavya@hotmail.com,2026-06-13T04:47:12.602349,41.182.8.136,dev_770abfa7178d,u_80b45721fc,fam_163,FAMILY_FRIEND,addr_6619307731,card_ee552f0556074c,334.95,14,23649.57,142
u_f7a50f03fd,Chaaya Butala,7029670503,odika23@yahoo.com,2026-05-08T18:49:15,188.101.222.12,dev_b7a9bd491ad9,,fam_156,FAMILY_FRIEND,addr_2799270068,card_11070c41490249,77.2,5,9876.14,30
u_bf67e72068,Pallavi Dutta,1646152653,lohitdatta@hotmail.com,2026-05-03T01:26:21.333446,207.218.102.2,dev_b2eeb25d7243,u_5821a437ce,fam_67,FAMILY_FRIEND,addr_2226332117,deshmukhmohammed@ybl,421.45,1,2849.99,29
u_5033b3b76f,Omisha Goyal,0523347509,sulereyansh@yahoo.com,2026-07-04T12:04:13.341165,220.95.197.153,dev_cef34775eef5,u_b6e9e32adb,fam_307,FAMILY_FRIEND,addr_8454465479,card_6b501d60786442,295.13,5,7488.04,13
u_5d9569bb1f,Jonathan Anne,1644559285,saxenalopa@yahoo.com,2026-03-15T09:28:02,207.204.140.2,dev_86af8232b3e6,,,ORGANIC_SINGLE,addr_1870466305,yashasvi44@okhdfcbank,257.55,6,11196.91,12
u_b6e9e32adb,Lakshmi Yogi,1095834835,duttaunni@yahoo.com,2026-07-01T06:02:27,220.95.197.153,dev_2a7c3bf9b7d8,,fam_307,FAMILY_FRIEND,addr_8454465479,indrajit41@okicici,404.57,18,27974.63,72
